CustID,FirstPolYear,BirthYear,EducDeg,MonthSal,GeoLivArea,Children,CustMonVal,ClaimsRate,PremMotor,PremHousehold,PremHealth,PremLife,PremWork
5863.0,1983.0,1981.0,b'3 - BSc/MSc',2606.0,1.0,1.0,469.87,0.24,457.64,54.45,102.24,-3.0,43.23
5864.0,1986.0,1960.0,b'3 - BSc/MSc',2502.0,1.0,1.0,378.99,0.23,522.21,-50.0,58.9,-0.11,-9.0
5865.0,1993.0,1967.0,b'3 - BSc/MSc',2687.0,3.0,1.0,-136.0,1.2,499.76,-45.0,84.46,-7.0,15.89
5866.0,1980.0,1968.0,b'1 - Basic',1651.0,1.0,1.0,-25.0,1.0,366.18,112.25,153.25,26.45,7.67
5867.0,1995.0,1961.0,b'2 - High School',2805.0,1.0,1.0,428.42,0.35,425.08,133.35,115.91,11.78,16.56
5868.0,1995.0,1959.0,b'3 - BSc/MSc',3355.0,1.0,1.0,370.52,0.36,422.97,72.25,99.13,0.89,26.56
5869.0,1983.0,1996.0,b'2 - High School',1338.0,4.0,0.0,990.29,0.28,149.36,1031.85,161.92,16.56,57.79
5870.0,1998.0,1958.0,b'2 - High School',3718.0,4.0,1.0,-91.79,1.11,269.83,62.8,169.81,87.35,20.56
5871.0,1986.0,1981.0,b'3 - BSc/MSc',1572.0,1.0,1.0,349.4,0.47,194.48,132.8,337.84,16.67,30.45
5872.0,1977.0,1958.0,b'1 - Basic',2837.0,1.0,1.0,547.0,0.28,238.71,259.5,178.7,96.24,22.45
5873.0,1976.0,1990.0,b'1 - Basic',1540.0,1.0,0.0,698.03,0.45,86.57,887.95,164.92,134.36,30.56
5874.0,1996.0,1951.0,b'3 - BSc/MSc',3428.0,1.0,0.0,-58.45,1.04,222.71,212.25,223.82,64.68,31.23
5875.0,1984.0,1986.0,b'4 - PhD',898.0,1.0,1.0,313.4,0.61,331.95,340.05,187.37,12.67,-3.11
5876.0,1982.0,1984.0,b'3 - BSc/MSc',1109.0,1.0,1.0,140.15,0.77,225.93,131.7,295.5,42.34,8.89
5877.0,1984.0,1959.0,b'2 - High School',3047.0,4.0,0.0,728.24,0.14,423.19,330.05,62.79,16.56,40.34
5878.0,1987.0,1972.0,b'2 - High School',2103.0,2.0,1.0,9.34,0.95,381.96,138.35,167.03,8.89,25.45
5879.0,1997.0,1951.0,b'4 - PhD',3888.0,1.0,0.0,-4.44,0.98,290.39,398.95,175.7,18.56,20.56
5880.0,1983.0,1989.0,b'2 - High School',1215.0,4.0,1.0,99.69,0.81,412.19,83.35,110.91,41.34,18.78
5881.0,1994.0,1954.0,b'2 - High School',3188.0,1.0,1.0,-101.12,1.09,222.04,318.95,254.38,65.9,-5.11
5882.0,1990.0,1971.0,b'3 - BSc/MSc',1941.0,3.0,1.0,492.32,0.24,352.4,117.8,160.92,-6.0,53.12
5883.0,1995.0,1956.0,b'2 - High School',55215.0,4.0,1.0,122.25,0.79,281.83,147.25,130.58,84.46,66.68
5884.0,1993.0,1951.0,b'3 - BSc/MSc',3088.0,2.0,0.0,-50.21,1.04,345.4,-20.55,216.82,7.0,15.89
5885.0,1979.0,1954.0,b'2 - High School',3332.0,4.0,1.0,-31.0,1.01,398.63,33.9,131.47,25.56,31.56
5886.0,1998.0,1952.0,b'3 - BSc/MSc',4043.0,3.0,0.0,-79.9,1.09,190.37,43.9,319.95,10.78,44.12
5887.0,1994.0,1943.0,b'3 - BSc/MSc',3387.0,3.0,0.0,136.71,0.7,197.26,-35.55,266.05,29.45,81.35
5888.0,1985.0,1943.0,b'3 - BSc/MSc',3573.0,4.0,0.0,-63.45,1.06,218.93,111.7,281.83,22.45,38.45
5889.0,1993.0,1967.0,b'3 - BSc/MSc',2893.0,3.0,0.0,43.0,0.9,564.44,75.0,19.56,7.0,4.0
5890.0,1980.0,1961.0,b'2 - High School',3405.0,2.0,1.0,257.83,0.75,229.71,672.9,178.7,6.0,53.12
5891.0,1994.0,1993.0,b'2 - High School',1333.0,1.0,0.0,-191.03,1.15,70.68,641.8,209.93,72.57,93.46
5892.0,1994.0,1980.0,b'3 - BSc/MSc',1057.0,3.0,1.0,376.53,0.49,183.59,268.95,227.71,56.9,51.01
5893.0,1996.0,1945.0,b'1 - Basic',3512.0,4.0,0.0,288.07,0.6,92.46,229.5,265.16,83.57,117.91
5894.0,1989.0,1972.0,b'3 - BSc/MSc',2161.0,4.0,1.0,-61.0,1.06,471.09,-15.0,107.02,7.0,-2.0
5895.0,1977.0,1950.0,b'3 - BSc/MSc',3671.0,1.0,0.0,-25.0,1.0,172.7,398.95,255.27,39.23,43.01
5896.0,1990.0,1947.0,b'3 - BSc/MSc',3115.0,3.0,0.0,223.6,0.61,158.14,39.45,325.95,56.01,51.01
5897.0,1981.0,1982.0,b'3 - BSc/MSc',1960.0,2.0,1.0,284.07,0.57,138.47,170.6,294.5,77.68,40.23
5898.0,1977.0,1985.0,b'1 - Basic',1988.0,4.0,1.0,569.66,0.33,120.8,368.95,173.7,169.81,55.9
5899.0,1985.0,1959.0,b'4 - PhD',2670.0,1.0,1.0,307.95,0.45,308.06,25.0,207.15,30.45,30.34
5900.0,1986.0,1979.0,b'3 - BSc/MSc',2457.0,1.0,1.0,295.84,0.63,371.07,310.6,122.58,4.0,50.23
5901.0,1984.0,1957.0,b'2 - High School',3304.0,4.0,1.0,319.73,0.49,261.16,108.35,164.81,57.79,82.57
5902.0,1993.0,1976.0,b'3 - BSc/MSc',2278.0,4.0,1.0,-7.22,0.97,480.98,79.45,86.35,-2.0,21.78
5903.0,1994.0,1948.0,b'3 - BSc/MSc',3174.0,1.0,0.0,4.45,0.97,249.27,352.85,153.25,67.68,38.23
5904.0,1974.0,1995.0,b'3 - BSc/MSc',636.0,1.0,1.0,387.07,0.6,96.02,570.1,104.91,178.59,75.46
5905.0,1987.0,1984.0,b'3 - BSc/MSc',1587.0,1.0,1.0,46.35,0.92,187.37,382.85,206.04,71.79,44.23
5906.0,1991.0,1988.0,b'3 - BSc/MSc',1416.0,2.0,1.0,-103.11,1.14,375.07,-30.55,184.7,37.34,-5.11
5907.0,1988.0,1986.0,b'3 - BSc/MSc',2048.0,3.0,1.0,-15.33,0.99,249.38,160.6,248.49,36.34,26.67
5908.0,1978.0,1957.0,b'3 - BSc/MSc',3364.0,4.0,1.0,133.47,0.78,416.3,137.8,130.47,22.67,-2.0
5909.0,1986.0,1959.0,b'3 - BSc/MSc',2742.0,1.0,1.0,97.79,0.82,380.85,113.9,180.7,10.78,8.89
5910.0,1981.0,1949.0,b'3 - BSc/MSc',3455.0,4.0,0.0,-9.22,0.98,315.06,158.35,237.6,15.78,5.89
5911.0,1981.0,1952.0,b'3 - BSc/MSc',3344.0,1.0,1.0,351.85,0.39,401.41,19.45,153.25,24.56,14.78
5912.0,1985.0,1955.0,b'2 - High School',3909.0,4.0,0.0,-175.03,1.26,274.94,13.9,145.25,82.46,67.57
5913.0,1994.0,1955.0,b'3 - BSc/MSc',2911.0,3.0,1.0,58.9,0.87,411.19,49.45,141.47,4.78,29.67
5914.0,1987.0,1998.0,b'2 - High School',354.0,1.0,1.0,360.86,0.46,115.02,170.6,136.36,190.37,100.24
5915.0,1976.0,1968.0,b'3 - BSc/MSc',1804.0,3.0,1.0,540.98,0.15,487.09,70.0,98.24,,8.89
5916.0,1994.0,1944.0,b'2 - High School',3372.0,2.0,0.0,280.28,0.58,202.37,162.8,264.16,50.01,52.9
5917.0,1988.0,1961.0,b'2 - High School',3720.0,2.0,1.0,-25.0,1.0,71.57,456.2,71.79,154.03,185.37
5918.0,1976.0,1974.0,b'1 - Basic',2342.0,4.0,0.0,546.76,0.27,340.73,222.25,122.58,43.23,52.01
5919.0,1985.0,1954.0,b'2 - High School',2609.0,1.0,1.0,359.21,0.33,239.38,-11.1,165.03,13.78,167.03
5920.0,1976.0,1959.0,b'2 - High School',2628.0,1.0,1.0,177.7,0.75,299.5,255.6,159.03,52.9,31.45
5921.0,1990.0,1973.0,b'2 - High School',2207.0,4.0,1.0,-15.11,0.99,316.06,94.45,234.49,9.89,19.78
5922.0,1974.0,1945.0,b'1 - Basic',3583.0,4.0,1.0,194.03,0.74,204.15,320.05,146.36,79.46,101.02
5923.0,1996.0,1993.0,b'3 - BSc/MSc',603.0,4.0,1.0,72.24,0.89,155.14,358.95,189.48,122.69,57.9
5924.0,1989.0,1957.0,b'2 - High School',3293.0,4.0,1.0,-115.35,1.11,271.05,310.05,175.81,9.89,90.35
5925.0,1976.0,1973.0,b'3 - BSc/MSc',2502.0,2.0,1.0,490.88,0.14,508.43,14.45,60.9,9.89,2.89
5926.0,1992.0,1980.0,b'3 - BSc/MSc',2028.0,4.0,1.0,160.26,0.71,218.93,53.35,273.05,30.34,64.01
5927.0,1997.0,1974.0,b'2 - High School',1880.0,3.0,1.0,-25.0,1.0,316.17,315.05,149.36,12.67,59.68
5928.0,1979.0,1974.0,b'2 - High School',2541.0,1.0,1.0,-14.11,0.98,460.31,113.9,101.13,5.89,5.0
5929.0,1985.0,1988.0,b'3 - BSc/MSc',1234.0,1.0,1.0,386.31,0.32,340.51,57.8,176.59,20.67,7.67
5930.0,1981.0,1998.0,b'1 - Basic',1224.0,2.0,0.0,166.48,0.89,33.34,1393.6,101.24,158.14,16.56
5931.0,1983.0,1975.0,b'2 - High School',1441.0,3.0,1.0,-19.11,0.99,264.05,23.9,299.39,8.89,5.89
5932.0,1990.0,1975.0,b'2 - High School',1961.0,4.0,1.0,-68.89,1.07,293.61,43.35,163.81,14.67,87.24
5933.0,1977.0,1989.0,b'3 - BSc/MSc',1923.0,1.0,1.0,334.08,0.46,298.5,106.7,178.7,63.79,17.67
5934.0,1974.0,1949.0,b'2 - High School',3881.0,4.0,0.0,560.1,0.45,275.72,585.1,75.57,78.57,51.12
5935.0,1977.0,1943.0,b'2 - High School',4524.0,1.0,1.0,-26.89,1.0,343.73,13.35,195.37,37.34,1.89
5936.0,1975.0,1964.0,b'2 - High School',2291.0,4.0,1.0,471.43,0.19,491.87,14.45,93.35,4.0,5.89
5937.0,1988.0,1989.0,b'3 - BSc/MSc',708.0,4.0,1.0,36.45,0.9,453.53,59.45,118.8,2.0,10.89
5938.0,1978.0,1989.0,b'3 - BSc/MSc',1167.0,3.0,1.0,292.95,0.67,211.93,476.2,180.7,30.56,75.46
5939.0,1988.0,1950.0,b'3 - BSc/MSc',3036.0,4.0,0.0,200.6,0.68,225.6,148.35,288.5,7.78,26.45
5940.0,1986.0,1961.0,b'3 - BSc/MSc',2481.0,4.0,1.0,-54.66,1.05,511.32,-10.55,65.9,6.89,-6.11
5941.0,1981.0,1992.0,b'3 - BSc/MSc',1009.0,1.0,1.0,458.63,0.39,245.6,222.25,269.94,32.45,16.67
5942.0,1986.0,1994.0,b'1 - Basic',847.0,3.0,1.0,93.35,0.85,71.79,201.7,114.8,83.35,293.72
5943.0,1981.0,1938.0,b'2 - High School',4288.0,4.0,0.0,459.54,0.56,189.59,627.9,136.47,8.89,134.47
5944.0,1985.0,1960.0,b'3 - BSc/MSc',3243.0,1.0,1.0,479.44,0.45,282.72,396.2,122.8,87.46,20.78
5945.0,1991.0,1997.0,b'2 - High School',785.0,4.0,1.0,92.69,0.89,240.6,544.55,60.01,87.46,122.91
5946.0,1978.0,1985.0,b'2 - High School',1986.0,4.0,1.0,496.2,0.45,62.9,427.85,239.49,118.69,93.35
5947.0,1982.0,1985.0,b'2 - High School',870.0,2.0,1.0,-13.33,0.98,393.74,78.35,172.92,5.78,5.89
5948.0,1985.0,1940.0,b'3 - BSc/MSc',4035.0,4.0,0.0,236.71,0.67,261.27,211.7,243.6,50.01,21.78
5949.0,1992.0,1970.0,b'3 - BSc/MSc',2726.0,1.0,1.0,-54.34,1.05,329.95,23.9,190.37,29.34,34.56
5950.0,1975.0,1966.0,b'3 - BSc/MSc',2430.0,3.0,0.0,-16.22,0.99,383.96,113.9,172.92,23.56,8.78
5951.0,1990.0,1966.0,b'3 - BSc/MSc',2255.0,4.0,0.0,251.38,0.65,326.95,265.6,196.26,10.78,
5952.0,1985.0,1949.0,b'2 - High School',2869.0,4.0,0.0,556.44,0.49,244.27,672.9,122.69,74.68,16.78
5953.0,1982.0,1988.0,b'2 - High School',862.0,2.0,1.0,175.03,0.73,142.36,182.25,358.18,17.78,36.23
5954.0,1992.0,1963.0,b'3 - BSc/MSc',2648.0,1.0,1.0,615.45,0.39,212.04,579.55,105.91,60.9,92.24
5955.0,1977.0,1980.0,b'3 - BSc/MSc',2505.0,4.0,1.0,-1.33,0.97,449.75,99.45,113.8,23.67,6.89
5956.0,1983.0,1946.0,b'3 - BSc/MSc',3831.0,3.0,0.0,713.14,0.23,221.82,481.2,166.81,54.01,35.12
5957.0,1976.0,1973.0,b'1 - Basic',2663.0,4.0,1.0,-35.0,1.02,512.32,53.35,34.34,13.67,-5.0
5958.0,1994.0,1941.0,b'3 - BSc/MSc',3690.0,1.0,0.0,293.62,0.52,355.4,88.9,202.15,-6.0,18.78
5959.0,1986.0,1988.0,b'2 - High School',834.0,4.0,1.0,226.06,0.65,139.36,170.6,218.04,103.02,80.46
5960.0,1991.0,1975.0,b'2 - High School',1994.0,4.0,1.0,13.46,0.94,352.29,58.35,209.15,2.0,17.89
5961.0,1984.0,1979.0,b'3 - BSc/MSc',1751.0,4.0,0.0,-278.91,1.49,245.38,-70.0,185.59,48.12,113.91
5962.0,1985.0,1947.0,b'3 - BSc/MSc',3827.0,3.0,0.0,400.75,0.44,273.83,201.15,231.71,5.0,44.23
5963.0,1988.0,1989.0,b'2 - High School',1062.0,3.0,1.0,185.6,0.72,314.95,210.6,173.81,11.78,30.34
5964.0,1984.0,1956.0,b'2 - High School',2721.0,1.0,0.0,203.51,0.7,116.69,248.95,275.83,121.8,-5.11
5965.0,1997.0,1986.0,b'3 - BSc/MSc',2076.0,1.0,1.0,259.72,0.63,247.49,212.25,252.16,37.23,18.56
5966.0,1996.0,1941.0,b'4 - PhD',3902.0,4.0,0.0,353.52,0.43,379.74,98.9,168.81,7.0,5.78
5967.0,1979.0,1998.0,b'1 - Basic',838.0,4.0,1.0,74.24,0.91,72.79,604.0,193.37,116.8,99.24
5968.0,1981.0,1954.0,b'3 - BSc/MSc',2924.0,4.0,1.0,130.81,0.77,399.41,132.25,106.13,35.34,11.78
5969.0,1985.0,1972.0,b'3 - BSc/MSc',2289.0,3.0,1.0,452.1,0.22,411.19,43.35,106.91,22.56,27.56
5970.0,1976.0,1964.0,b'3 - BSc/MSc',2503.0,1.0,1.0,327.51,0.5,330.84,131.7,158.14,21.67,65.9
5971.0,1983.0,1979.0,b'3 - BSc/MSc',1819.0,1.0,1.0,122.26,0.77,271.05,57.8,210.93,64.79,24.67
5972.0,1988.0,1991.0,b'3 - BSc/MSc',1499.0,4.0,1.0,-24.0,1.0,394.63,5.0,139.25,27.56,31.56
5973.0,1988.0,1979.0,b'2 - High School',2234.0,1.0,1.0,241.94,0.64,266.94,219.5,165.81,44.12,39.23
5974.0,1992.0,1983.0,b'2 - High School',1734.0,1.0,1.0,267.29,0.48,317.95,-25.55,71.79,99.24,99.13
5975.0,1998.0,1955.0,b'3 - BSc/MSc',3504.0,4.0,1.0,-23.0,1.0,382.74,157.25,119.69,17.56,19.56
5976.0,1993.0,1972.0,b'3 - BSc/MSc',2317.0,1.0,1.0,5.35,0.94,334.84,-70.0,175.81,74.68,25.67
5977.0,1992.0,1969.0,b'2 - High School',2555.0,2.0,1.0,15.68,0.93,493.87,53.35,46.12,12.67,19.67
5978.0,1974.0,1959.0,b'1 - Basic',2940.0,1.0,0.0,17.12,0.95,276.83,266.15,206.15,16.67,42.12
5979.0,1983.0,1970.0,b'2 - High School',2319.0,1.0,1.0,-31.78,1.01,244.38,170.6,266.94,6.78,4.78
5980.0,1991.0,1983.0,b'3 - BSc/MSc',1961.0,1.0,1.0,327.07,0.39,396.74,-20.0,168.81,24.67,6.78
5981.0,1979.0,1991.0,b'2 - High School',1555.0,4.0,1.0,208.49,0.73,233.49,333.95,116.91,74.57,95.24
5982.0,1981.0,1995.0,b'1 - Basic',1028.0,1.0,1.0,-169.36,1.1,72.79,1128.0,147.36,129.58,14.78
5983.0,1994.0,1961.0,b'1 - Basic',2542.0,4.0,1.0,-49.65,1.04,405.3,-1.1,138.47,31.45,9.0
5984.0,1986.0,1959.0,b'3 - BSc/MSc',2745.0,3.0,0.0,-25.0,0.0,,0.0,,,
5985.0,1986.0,1958.0,b'3 - BSc/MSc',3180.0,4.0,1.0,180.37,0.75,167.92,251.7,324.95,36.34,37.45
5986.0,1989.0,1988.0,b'3 - BSc/MSc',746.0,1.0,1.0,590.33,0.2,362.07,236.7,104.91,16.56,53.01
5987.0,1994.0,1979.0,b'3 - BSc/MSc',2384.0,3.0,1.0,-55.0,1.05,506.43,-10.0,64.68,-4.0,-4.0
5988.0,1976.0,1996.0,b'2 - High School',780.0,1.0,0.0,-93.02,1.09,127.69,216.7,145.25,154.25,130.47
5989.0,1984.0,1944.0,b'2 - High School',3340.0,2.0,0.0,27.03,0.91,176.7,-20.55,217.04,141.25,48.12
5990.0,1991.0,1944.0,b'3 - BSc/MSc',3973.0,3.0,0.0,27.12,0.93,196.26,166.7,302.28,32.45,19.67
5991.0,1981.0,1988.0,b'3 - BSc/MSc',1653.0,4.0,1.0,55.02,0.88,323.84,97.8,179.59,16.56,34.34
5992.0,1993.0,1988.0,b'3 - BSc/MSc',1604.0,4.0,1.0,-11.33,0.98,395.74,77.8,124.58,22.45,13.67
5993.0,1996.0,1958.0,b'3 - BSc/MSc',2402.0,3.0,1.0,378.86,0.38,300.5,82.8,250.38,9.89,10.67
5994.0,1984.0,1978.0,b'3 - BSc/MSc',2070.0,4.0,1.0,226.06,0.58,293.61,-1.1,263.16,22.67,18.78
5995.0,1983.0,1975.0,b'2 - High School',1484.0,4.0,1.0,214.82,0.63,250.49,48.9,209.15,75.68,65.01
5996.0,1977.0,1958.0,b'2 - High School',3036.0,3.0,1.0,382.52,0.4,407.52,111.7,100.13,24.67,30.34
5997.0,1980.0,1993.0,b'2 - High School',1332.0,4.0,1.0,16.12,0.95,91.35,332.85,300.28,76.46,35.34
5998.0,1994.0,1968.0,b'1 - Basic',2413.0,3.0,1.0,495.66,0.16,472.31,48.35,56.9,26.45,16.67
5999.0,1994.0,1956.0,b'4 - PhD',3719.0,1.0,1.0,491.43,0.19,447.53,68.9,109.91,1.89,10.78
6000.0,1975.0,1948.0,b'2 - High School',3773.0,4.0,0.0,-198.92,1.23,167.81,196.7,176.81,55.01,173.92
6001.0,1981.0,1980.0,b'1 - Basic',1966.0,1.0,1.0,-56.23,1.05,230.71,73.35,267.94,31.34,31.23
6002.0,1988.0,1940.0,b'2 - High School',3432.0,2.0,0.0,-45.66,1.04,325.84,-0.55,193.26,32.45,19.56
6003.0,1996.0,1971.0,b'2 - High School',2331.0,1.0,1.0,420.86,0.35,421.19,93.9,130.47,24.67,14.89
6004.0,1976.0,1982.0,b'2 - High School',2371.0,1.0,1.0,497.98,0.42,82.46,363.95,290.72,66.79,92.24
6005.0,1977.0,1966.0,b'3 - BSc/MSc',3105.0,3.0,1.0,-34.44,1.02,487.76,-5.55,89.46,9.89,3.89
6006.0,1978.0,1946.0,b'1 - Basic',3884.0,3.0,0.0,-0.55,0.97,126.58,290.05,235.71,102.13,75.57
6007.0,1994.0,1996.0,b'2 - High School',1283.0,3.0,0.0,674.9,0.36,145.25,619.55,178.7,91.35,64.9
6008.0,1997.0,1978.0,b'1 - Basic',1540.0,4.0,1.0,284.28,0.61,236.49,236.7,215.04,40.34,72.79
6009.0,1988.0,1971.0,b'3 - BSc/MSc',2015.0,4.0,0.0,327.95,0.59,244.49,343.95,246.38,16.67,7.67
6010.0,1996.0,1988.0,b'3 - BSc/MSc',2123.0,4.0,1.0,28.89,0.92,368.29,84.45,195.48,30.56,23.78
6011.0,1975.0,1986.0,b'3 - BSc/MSc',1771.0,4.0,1.0,25.12,0.92,180.48,87.25,278.72,50.12,41.23
6012.0,1994.0,1963.0,b'2 - High School',1880.0,3.0,1.0,-3.32,0.96,492.98,33.9,82.46,5.78,-6.0
6013.0,1984.0,1944.0,b'2 - High School',3359.0,4.0,0.0,614.58,0.36,232.71,514.0,106.91,32.45,107.13
6014.0,1982.0,1990.0,b'2 - High School',994.0,4.0,0.0,-64.67,1.04,119.69,487.3,184.59,177.81,18.45
6015.0,1998.0,1953.0,b'4 - PhD',3379.0,3.0,1.0,499.31,0.3,397.63,172.8,113.91,46.12,20.78
6016.0,1982.0,1956.0,b'2 - High School',3485.0,3.0,1.0,-9.1,0.97,259.05,48.35,199.37,47.23,79.68
6017.0,1979.0,1975.0,b'3 - BSc/MSc',2691.0,1.0,1.0,-41.55,1.03,436.86,-15.55,127.47,1.0,17.78
6018.0,1995.0,1995.0,b'2 - High School',1189.0,4.0,1.0,-30.11,1.01,80.35,373.4,223.93,85.46,132.58
6019.0,1996.0,1994.0,b'1 - Basic',1270.0,3.0,1.0,-21.44,0.99,60.9,92.8,127.69,234.71,150.14
6020.0,1985.0,1976.0,b'2 - High School',2746.0,1.0,1.0,-25.0,1.0,410.52,137.8,113.91,19.56,22.45
6021.0,1975.0,1965.0,b'3 - BSc/MSc',2915.0,4.0,1.0,331.2,0.32,478.87,-50.0,81.46,-6.0,16.67
6022.0,1992.0,1952.0,b'2 - High School',3370.0,4.0,0.0,217.5,0.66,219.82,185.6,202.15,58.01,56.9
6023.0,1984.0,1961.0,b'2 - High School',2722.0,1.0,1.0,-20.22,0.99,477.09,211.7,50.9,4.78,0.89
6024.0,1993.0,1974.0,b'4 - PhD',2007.0,2.0,1.0,45.01,0.89,459.53,49.45,102.02,-3.0,26.56
6025.0,1977.0,1943.0,b'2 - High School',3803.0,3.0,0.0,40.35,0.89,65.9,-0.55,231.82,16.78,289.72
6026.0,1992.0,1964.0,b'3 - BSc/MSc',2102.0,3.0,1.0,-35.67,1.01,181.59,241.15,158.92,113.8,78.46
6027.0,1991.0,1960.0,b'4 - PhD',2019.0,4.0,1.0,552.22,0.08,551.77,49.45,37.34,,-12.0
6028.0,1981.0,1944.0,b'2 - High School',4004.0,3.0,1.0,446.08,0.47,189.48,388.4,204.04,64.79,42.01
6029.0,1989.0,1979.0,b'3 - BSc/MSc',1979.0,1.0,1.0,421.77,0.23,453.42,-10.55,118.91,-1.11,17.78
6030.0,1985.0,1974.0,b'2 - High School',2308.0,1.0,1.0,-45.67,1.04,466.31,13.9,79.46,20.67,8.78
6031.0,1992.0,1953.0,b'1 - Basic',3139.0,4.0,0.0,218.27,0.71,243.27,314.5,190.48,77.57,8.67
6032.0,1976.0,1942.0,b'1 - Basic',3872.0,1.0,1.0,360.97,0.43,64.79,107.25,223.93,17.78,260.94
6033.0,1984.0,1946.0,b'2 - High School',4429.0,3.0,1.0,460.09,0.3,474.2,89.45,113.02,10.89,4.0
6034.0,1983.0,1993.0,b'3 - BSc/MSc',1194.0,4.0,0.0,81.57,0.85,187.48,172.25,293.39,-2.0,59.68
6035.0,1979.0,1968.0,b'2 - High School',2291.0,3.0,1.0,429.31,0.27,452.64,58.35,108.13,0.89,0.78
6036.0,1992.0,1962.0,b'3 - BSc/MSc',3206.0,4.0,1.0,-60.44,1.06,549.88,-25.55,42.34,12.89,3.0
6037.0,1995.0,1938.0,b'3 - BSc/MSc',4187.0,1.0,1.0,312.3,0.39,384.74,-16.1,151.14,12.78,18.56
6038.0,1993.0,1991.0,b'3 - BSc/MSc',2005.0,1.0,1.0,-25.0,1.0,319.84,142.25,193.37,29.56,9.78
6039.0,1981.0,1989.0,b'3 - BSc/MSc',1535.0,3.0,1.0,294.28,0.6,289.72,240.6,222.82,29.56,16.78
6040.0,1987.0,1986.0,b'2 - High School',1469.0,4.0,1.0,218.49,0.68,258.27,225.05,227.82,14.78,41.12
6041.0,1997.0,1996.0,b'2 - High School',1264.0,4.0,1.0,-93.46,1.08,61.79,366.75,258.27,22.67,152.92
6042.0,1988.0,1983.0,b'2 - High School',2036.0,1.0,1.0,-218.7,1.17,121.58,661.8,133.36,140.47,53.23
6043.0,1984.0,1984.0,b'3 - BSc/MSc',1497.0,1.0,1.0,62.46,0.87,101.91,98.35,325.95,67.79,78.68
6044.0,1981.0,1955.0,b'3 - BSc/MSc',3157.0,3.0,1.0,397.19,0.4,422.3,103.9,137.58,22.67,22.78
6045.0,1980.0,1994.0,b'3 - BSc/MSc',1172.0,2.0,1.0,170.26,0.67,160.81,34.45,255.16,85.35,63.79
6046.0,1979.0,1980.0,b'3 - BSc/MSc',2160.0,4.0,1.0,-46.67,1.03,423.97,54.45,141.47,11.78,9.89
6047.0,1983.0,1945.0,b'1 - Basic',3887.0,4.0,0.0,204.82,0.67,177.59,113.9,287.5,57.9,52.23
6048.0,1975.0,1967.0,b'3 - BSc/MSc',2844.0,4.0,1.0,-72.55,1.09,503.65,-35.55,75.68,-6.0,20.78
6049.0,1985.0,1977.0,b'2 - High School',2205.0,1.0,1.0,26.35,0.92,364.18,77.8,139.25,20.56,26.45
6050.0,1975.0,1993.0,b'2 - High School',1134.0,1.0,1.0,684.47,0.36,94.24,667.35,193.48,117.69,42.12
6051.0,1982.0,1985.0,b'2 - High School',1436.0,4.0,1.0,77.47,0.85,201.37,122.25,349.4,-4.0,7.78
6052.0,1996.0,1952.0,b'3 - BSc/MSc',3364.0,2.0,0.0,-65.34,1.05,244.49,153.35,266.16,45.23,40.34
6053.0,1985.0,1984.0,b'4 - PhD',920.0,3.0,1.0,-91.11,1.12,436.86,-30.0,144.36,1.0,-5.11
6054.0,1984.0,1946.0,b'2 - High School',3951.0,4.0,0.0,887.4,0.16,146.36,602.9,176.81,80.57,82.57
6055.0,1988.0,1980.0,b'3 - BSc/MSc',1397.0,4.0,1.0,334.18,0.45,372.07,50.0,157.14,60.9,12.89
6056.0,1975.0,1962.0,b'1 - Basic',3004.0,1.0,1.0,-128.36,1.15,196.15,167.25,57.79,58.79,211.82
6057.0,1980.0,1975.0,b'3 - BSc/MSc',2647.0,1.0,1.0,366.63,0.41,404.41,107.25,110.8,24.56,12.78
6058.0,1988.0,1951.0,b'2 - High School',3525.0,3.0,0.0,311.07,0.48,320.84,103.35,207.15,18.56,-1.11
6059.0,1987.0,1945.0,b'2 - High School',3433.0,4.0,0.0,761.47,0.29,89.35,644.0,266.16,53.12,59.68
6060.0,1981.0,1971.0,b'3 - BSc/MSc',2873.0,1.0,1.0,17.78,0.93,546.77,65.0,33.34,-7.0,-4.11
6061.0,1980.0,1957.0,b'3 - BSc/MSc',3277.0,3.0,1.0,303.62,0.6,318.95,323.4,173.7,9.89,-0.22
6062.0,1988.0,1954.0,b'3 - BSc/MSc',3472.0,4.0,1.0,593.55,0.32,244.6,373.95,234.49,2.0,52.12
6063.0,1994.0,1964.0,b'2 - High School',2926.0,4.0,1.0,-25.0,1.0,479.87,87.25,30.34,0.89,28.45
6064.0,1994.0,1986.0,b'2 - High School',1577.0,1.0,1.0,-86.9,1.1,60.79,53.9,277.72,122.69,109.02
6065.0,1982.0,1975.0,b'3 - BSc/MSc',2306.0,3.0,1.0,105.24,0.8,384.63,78.9,139.25,22.67,28.67
6066.0,1989.0,1954.0,b'2 - High School',3129.0,3.0,0.0,159.83,0.67,368.18,-40.0,131.47,53.12,50.23
6067.0,1986.0,1947.0,b'2 - High School',4378.0,4.0,0.0,324.39,0.58,176.81,275.6,213.93,95.35,73.79
6068.0,1976.0,1955.0,b'3 - BSc/MSc',3513.0,4.0,1.0,360.52,0.43,297.39,83.35,231.82,33.45,28.67
6069.0,1989.0,1973.0,b'2 - High School',2252.0,4.0,1.0,584.22,0.21,417.19,206.7,110.91,14.67,16.89
